"","Field.ID","Season","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_03_other","ag3a_04","ag3a_05","ag3a_06","ag3a_07","ag3a_08_1","ag3a_08_2","ag3a_09","ag3a_10","ag3a_10_other","ag3a_11","ag3a_11_other","ag3a_12","ag3a_13","ag3a_14","ag3a_14_other","ag3a_15","ag3a_16","ag3f_33_17","ag3a_18","ag3a_18b","ag3a_18b_other","ag3a_18c","ag3a_18c_other","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_24_other","ag3a_25","ag3a_26","ag3a_27","ag3a_28","ag3a_29","ag3a_29_other","ag3a_30","ag3a_31","ag3a_32","ag3a_33","ag3a_34","ag3a_34_other","ag3a_35_1","ag3a_35_2","ag3a_61","ag3a_38_1","ag3a_38_2","ag3a_38_21","ag3a_38_3","ag3a_38_4","ag3a_38_5","ag3a_38_51","ag3a_38_6","ag3a_38_61","ag3a_38_62","ag3a_38_63","ag3a_38_64","ag3a_38_7","ag3a_38_8","ag3a_38_81","ag3a_38_9","fd33_18a_1","fd33_18a_2","fd33_18a_3","fd33_18a_4","fd33_18a_5","fd33_18a_6","fd33_18a_7","fd33_18a_8","fd35_24a_dap","fd35_24a_urea","fd35_24a_tsp","fd35_24a_can","fd35_24a_sa","fd35_24a_npk","fd35_24a_mrp","fd3b3_18a_1","fd3b3_18a_2","fd3b3_18a_3","fd3b3_18a_4","fd3b3_18a_5","fd3b3_18a_6","fd3b3_18a_7","fd3b3_18a_8","fd3b5a_24a_dap","fd3b5a_24a_urea","fd3b5a_24a_tsp","fd3b5a_24a_can","fd3b5a_24a_sa","fd3b5a_24a_npk","fd3b5a_24a_mrp"
"1579","M1","short_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","YfvDPbb5H85","2016-07-28T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1580","M3","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","voQqwNL5SR4","2016-03-03T00:00:00Z",0.35,0.1,3,1,NA,NA,"81",2,2,NA,NA,2,NA,NA,"",NA,NA,7e+05,1,NA,1,1,1,1,2,NA,NA,NA,500,2,NA,NA,1,"DAP",NA,10,2,4200,2,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,2400,1,NA,NA,1600,1,NA,NA,1600,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1581","M3","short_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","bsDhjVrvZ8B","2016-07-12T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,100,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1582","M1","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","JYjBoTCdte4","2015-10-14T00:00:00Z",0.005,0.005,0.2,1,NA,NA,"31",2,1,2,NA,2,NA,NA,"",NA,NA,2e+06,1,NA,1,1,1,1,2,NA,NA,NA,3000,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1583","M1","short_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","GJymWVjaQVB","2016-02-03T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,6,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1584","M4","long_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","29hZgxCQpf4","2016-07-12T00:00:00Z",0.1,0.1,5,1,NA,NA,"13",2,1,2,NA,2,NA,NA,"",NA,NA,2e+05,1,NA,1,1,1,1,2,NA,NA,NA,500,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5000,NA,NA,NA,NA,1,1,NA,4000,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1585","M3","long_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","ob6Go1epkY4","2016-08-22T00:00:00Z",0.005,0.1,1,1,NA,NA,"71b",3,1,2,NA,2,NA,NA,"",NA,NA,1e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1586","M2","short_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","Tt5k1X1aefA","2016-07-15T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1587","M1","short_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","C56aeDFWPa7","2016-08-18T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1588","M1","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","7HuaMEgyTz4","2016-05-28T00:00:00Z",0.05,0.07,8.07,1,NA,NA,"52",1,1,7,NA,2,NA,NA,"",NA,NA,1200000,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,4800,3,NA,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1589","M2","long_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","B8yvkFk2DJ5","2016-07-21T00:00:00Z",0,0,4,1,NA,NA,"23",1,2,NA,NA,2,NA,NA,"",NA,NA,5e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1590","M3","long_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","6VtbLtrb1D3","2016-01-25T00:00:00Z",0.15,1.15,2.15,1,NA,NA,"22",1,1,1,NA,2,NA,NA,"",NA,NA,6e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1591","M2","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","CxdDadFVXS7","2016-10-21T00:00:00Z",0.8,3,0.007,1,NA,NA,"16",3,1,2,NA,NA,NA,NA,"",NA,NA,2e+05,1,NA,7,NA,1,1,2,NA,NA,NA,100,2,NA,NA,1,"NPK",NA,3,NA,1200,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,600,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1592","M2","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","y5bMEWTbk12","2016-05-21T00:00:00Z",0.2,0.35,0.5,1,NA,NA,"23",2,2,NA,NA,2,NA,NA,"",NA,NA,5e+05,1,NA,11,1,1,1,2,NA,NA,NA,900,2,NA,NA,1,"DAP",NA,25,2,13000,2,"",NA,NA,NA,NA,1,"1",NA,2,1,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1593","M3","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","ACtMM9ksKX9","2016-10-05T00:00:00Z",0.03,0.025,2,1,NA,NA,"47",2,1,4,NA,2,NA,NA,"",NA,NA,6e+05,1,NA,1,NA,1,1,2,NA,NA,NA,200,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1594","M3","short_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","t8pSXYMtCP","2016-03-01T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1400,NA,NA,NA,NA,1,NA,NA,1400,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1595","M1","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","mhGSC5qMs53","2016-03-02T00:00:00Z",0,1,6,1,NA,NA,"31",1,2,NA,NA,2,NA,NA,"",NA,NA,8e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,3000,3,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1596","M1","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","d77n4FzyP99","2016-04-26T00:00:00Z",0.2,0.05,3,1,NA,NA,"52",3,2,NA,NA,2,NA,NA,"",NA,NA,8e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1597","M3","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","vdieyWj8obA","2015-11-07T00:00:00Z",0.3,0.02,4,1,NA,NA,"54",1,1,4,NA,2,NA,NA,"",NA,NA,2e+05,1,NA,1,1,1,1,2,NA,NA,NA,150,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1598","M1","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","5DkfDPaXxW6","2015-11-13T00:00:00Z",0.005,0.5,1,1,NA,NA,"31",2,1,4,2,2,NA,NA,"",NA,NA,4e+05,1,NA,1,1,1,1,2,NA,NA,NA,1500,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1599","M4","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","NpVRwZSF9A9","2016-05-16T00:00:00Z",0,0.13,3,1,NA,NA,"31",3,2,NA,NA,2,NA,NA,"",NA,NA,2e+05,1,NA,7,1,1,1,2,NA,NA,NA,400,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1600","M2","short_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","VDYfVRu3Q44","2016-05-18T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1601","M4","long_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","TYoYR9fk5v3","2016-08-17T00:00:00Z",0,0,4,1,NA,NA,"71b",2,2,NA,NA,2,NA,NA,"",NA,NA,2e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1602","M2","short_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","Vh74sMy7UM8","2016-07-18T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1603","M3","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","PGN47oqwcT6","2015-10-10T00:00:00Z",0.2,0.3,2,1,NA,NA,"21",1,2,NA,NA,2,NA,NA,"",NA,NA,4e+05,1,NA,1,NA,1,1,2,NA,NA,NA,200,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1604","M3","short_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","QLDaeeq1A6A","2015-11-06T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,"1",NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1605","M3","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","9upFZJLCfM2","2016-01-12T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,400,2,NA,NA,1,"UREA",NA,1.5,2,900,2,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1606","M1","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","mDLfcyhvBu","2016-01-12T00:00:00Z",0.02,0.08,2,1,NA,NA,"35",1,1,2,4,2,NA,NA,"",NA,NA,1e+06,1,NA,1,1,1,1,2,NA,NA,NA,900,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1607","M1","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","fSLig1NkSU7","2016-11-16T00:00:00Z",0.05,0.3,7,1,NA,NA,"23",2,1,1,4,2,NA,NA,"",NA,NA,3e+05,1,NA,1,NA,1,1,2,NA,NA,NA,150,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1608","M2","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","XXFzjtd2A8","2016-10-15T00:00:00Z",0.024,0.125,7,1,NA,NA,"22",3,1,2,4,2,NA,NA,"",NA,NA,40000,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1609","M2","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","Urb5aXE3gA2","2016-05-16T00:00:00Z",0.08,0.18,5,1,NA,NA,"23",2,2,NA,NA,2,NA,NA,"",NA,NA,6e+05,1,NA,1,1,1,1,2,NA,NA,NA,200,2,NA,NA,1,"NPK",NA,25,2,17000,2,"",NA,NA,NA,NA,1,"2",NA,1,1,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1610","M4","long_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","bsDhjVrvZ8B","2016-07-12T00:00:00Z",0.5,0.2,4,1,NA,NA,"71a",2,1,2,NA,2,NA,NA,"",NA,NA,2e+06,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1611","M2","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","PGN47oqwcT6","2016-10-10T00:00:00Z",0.4,0.01,2,1,NA,NA,"71a",2,2,NA,NA,2,NA,NA,"",NA,NA,1e+06,1,NA,1,NA,1,1,2,NA,NA,NA,300,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1612","M1","short_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","Xcq8cPDrtJA","2016-01-19T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,500,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1613","M1","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","KeSq3y3A1h4","2016-01-13T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,300,2,NA,NA,1,"DAP",NA,4,1,1840,1,"UREA",NA,3,1,1080,1,"1",NA,50,3,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1614","M2","long_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","wr5wPxGTis","2016-02-10T00:00:00Z",2,2,17,1,NA,NA,"",2,1,1,NA,2,NA,NA,"",NA,NA,5e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3,NA,5600,2,NA,NA,2800,NA,NA,NA,NA,1,1,NA,4200,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1615","M1","short_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","s754vJkGDg2","2016-07-15T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1616","M3","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","5DkfDPaXxW6","2015-11-13T00:00:00Z",0.03,0.7,1,1,NA,NA,"71a",2,1,4,2,2,NA,NA,"",NA,NA,3e+05,1,NA,1,1,1,1,2,NA,NA,NA,900,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1617","M4","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","QUACw1VqWL2","2015-11-17T00:00:00Z",0.05,1,2,1,NA,NA,"55",1,1,2,NA,2,NA,NA,"",NA,NA,150000,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1618","M1","short_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","WVpeXYVGNq8","2016-08-15T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,600,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,0,0,2100,2,0,0,1400,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"t",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
